Method	State	Epigenome	Assemblies	LenElements1	LenElements2	OverlapCount	DebugCheck	ExpectedOverlap	Enrichment	EnrichPValue	DepletePValue
normalApproximate	5_TxWk	E119	haqer.hg38	81820	1581	158	1.000000	230.871049	0.684365	9.999999e-01	1.254848e-07
normalApproximate	5_TxWk	E120	haqer.hg38	90779	1581	183	1.000000	252.725745	0.724105	9.999993e-01	1.000990e-06
normalApproximate	5_TxWk	E121	haqer.hg38	91723	1581	208	1.000000	267.351600	0.778002	9.999706e-01	3.899599e-05
normalApproximate	5_TxWk	E122	haqer.hg38	66585	1581	149	1.000000	197.813248	0.753236	9.999117e-01	1.192229e-04
normalApproximate	5_TxWk	E123	haqer.hg38	80289	1581	166	1.000000	211.398930	0.785245	9.996549e-01	4.509379e-04
normalApproximate	5_TxWk	E124	haqer.hg38	67336	1581	156	1.000000	154.152350	1.011986	4.544862e-01	5.789370e-01
normalApproximate	5_TxWk	E125	haqer.hg38	77141	1581	159	1.000000	219.296405	0.725046	9.999952e-01	6.708759e-06
normalApproximate	5_TxWk	E126	haqer.hg38	91202	1581	173	1.000000	241.825666	0.715391	9.999994e-01	8.913087e-07
normalApproximate	5_TxWk	E127	haqer.hg38	83482	1581	170	1.000000	231.984556	0.732807	9.999956e-01	6.142396e-06
normalApproximate	5_TxWk	E128	haqer.hg38	78349	1581	148	1.000000	226.891602	0.652294	1.000000e+00	9.217284e-09
normalApproximate	5_TxWk	E129	haqer.hg38	90181	1581	173	1.000000	226.653434	0.763280	9.999496e-01	6.756519e-05
normalApproximate	5_TxWk	E001	haqer.hs1Tohg38.browser	95662	2367	271	1.000000	411.019704	0.659336	1.000000e+00	1.784950e-14
normalApproximate	5_TxWk	E002	haqer.hs1Tohg38.browser	43504	2367	126	1.000000	245.586824	0.513057	1.000000e+00	4.853106e-16
normalApproximate	5_TxWk	E003	haqer.hs1Tohg38.browser	84414	2367	254	1.000000	329.350068	0.771216	9.999967e-01	4.324996e-06
normalApproximate	5_TxWk	E004	haqer.hs1Tohg38.browser	56058	2367	119	1.000000	276.699088	0.430070	1.000000e+00	4.059545e-24
normalApproximate	5_TxWk	E005	haqer.hs1Tohg38.browser	117658	2367	344	1.000000	459.223343	0.749091	1.000000e+00	1.208724e-09
normalApproximate	5_TxWk	E006	haqer.hs1Tohg38.browser	115894	2367	403	1.000000	494.339169	0.815230	9.999983e-01	2.155021e-06
normalApproximate	5_TxWk	E007	haqer.hs1Tohg38.browser	80125	2367	335	1.000000	406.859996	0.823379	9.999599e-01	5.021139e-05
normalApproximate	5_TxWk	E008	haqer.hs1Tohg38.browser	79693	2367	319	1.000000	362.367242	0.880322	9.938856e-01	7.175511e-03
normalApproximate	5_TxWk	E009	haqer.hs1Tohg38.browser	73928	2367	202	1.000000	251.261514	0.803943	9.995551e-01	5.640159e-04
normalApproximate	5_TxWk	E010	haqer.hs1Tohg38.browser	84303	2367	213	1.000000	297.059757	0.717027	9.999999e-01	1.058571e-07
normalApproximate	5_TxWk	E011	haqer.hs1Tohg38.browser	103299	2367	271	1.000000	348.648010	0.777288	9.999971e-01	3.756861e-06
normalApproximate	5_TxWk	E012	haqer.hs1Tohg38.browser	73606	2367	256	1.000000	332.855154	0.769103	9.999976e-01	3.132408e-06
normalApproximate	5_TxWk	E013	haqer.hs1Tohg38.browser	86056	2367	202	1.000000	302.489124	0.667793	1.000000e+00	3.616678e-10
normalApproximate	5_TxWk	E014	haqer.hs1Tohg38.browser	85972	2367	215	1.000000	315.058256	0.682413	1.000000e+00	8.230039e-10
normalApproximate	5_TxWk	E015	haqer.hs1Tohg38.browser	97461	2367	237	1.000000	336.387921	0.704544	1.000000e+00	2.831229e-09
normalApproximate	5_TxWk	E016	haqer.hs1Tohg38.browser	86151	2367	231	1.000000	312.932942	0.738177	9.999997e-01	3.790843e-07
normalApproximate	5_TxWk	E017	haqer.hs1Tohg38.browser	111996	2367	237	1.000000	376.674906	0.629190	1.000000e+00	2.518561e-15
normalApproximate	5_TxWk	E018	haqer.hs1Tohg38.browser	77289	2367	261	1.000000	326.158664	0.800224	9.999554e-01	5.708793e-05
normalApproximate	5_TxWk	E019	haqer.hs1Tohg38.browser	81986	2367	234	1.000000	312.447033	0.748927	9.999992e-01	1.084800e-06
normalApproximate	5_TxWk	E020	haqer.hs1Tohg38.browser	79852	2367	207	1.000000	300.069390	0.689840	1.000000e+00	5.229317e-09
normalApproximate	5_TxWk	E021	haqer.hs1Tohg38.browser	71882	2367	395	1.000000	379.454014	1.040969	1.995331e-01	8.157636e-01
normalApproximate	5_TxWk	E022	haqer.hs1Tohg38.browser	113920	2367	559	1.000000	454.162246	1.230838	2.529084e-08	1.000000e+00
normalApproximate	5_TxWk	E023	haqer.hs1Tohg38.browser	105730	2367	262	1.000000	365.744382	0.716347	1.000000e+00	2.095792e-09
normalApproximate	5_TxWk	E024	haqer.hs1Tohg38.browser	110513	2367	342	1.000000	419.446214	0.815361	9.999866e-01	1.697128e-05
normalApproximate	5_TxWk	E025	haqer.hs1Tohg38.browser	109381	2367	283	1.000000	361.547276	0.782747	9.999969e-01	4.026110e-06
normalApproximate	5_TxWk	E026	haqer.hs1Tohg38.browser	91526	2367	242	1.000000	339.055361	0.713748	1.000000e+00	7.155483e-09
normalApproximate	5_TxWk	E027	haqer.hs1Tohg38.browser	106115	2367	312	1.000000	376.190921	0.829366	9.998636e-01	1.694167e-04
normalApproximate	5_TxWk	E028	haqer.hs1Tohg38.browser	121111	2367	326	1.000000	508.146294	0.641548	1.000000e+00	4.551851e-20
normalApproximate	5_TxWk	E029	haqer.hs1Tohg38.browser	66208	2367	213	1.000000	227.446377	0.936484	8.515793e-01	1.651692e-01
normalApproximate	5_TxWk	E030	haqer.hs1Tohg38.browser	53904	2367	178	1.000000	203.988651	0.872598	9.738940e-01	3.087473e-02
normalApproximate	5_TxWk	E031	haqer.hs1Tohg38.browser	73175	2367	258	1.000000	306.785578	0.840978	9.987268e-01	1.555498e-03
normalApproximate	5_TxWk	E032	haqer.hs1Tohg38.browser	64897	2367	229	1.000000	247.704668	0.924488	9.015439e-01	1.106258e-01
normalApproximate	5_TxWk	E033	haqer.hs1Tohg38.browser	75318	2367	251	1.000000	305.081601	0.822731	9.995961e-01	5.032190e-04
normalApproximate	5_TxWk	E034	haqer.hs1Tohg38.browser	60704	2367	191	1.000000	232.012134	0.823233	9.979562e-01	2.538185e-03
normalApproximate	5_TxWk	E035	haqer.hs1Tohg38.browser	84651	2367	271	1.000000	362.713981	0.747145	9.999999e-01	9.561278e-08
normalApproximate	5_TxWk	E036	haqer.hs1Tohg38.browser	80498	2367	227	1.000000	288.019324	0.788142	9.999457e-01	7.009903e-05
normalApproximate	5_TxWk	E037	haqer.hs1Tohg38.browser	53658	2367	197	1.000000	245.734527	0.801678	9.995487e-01	5.733774e-04
normalApproximate	5_TxWk	E038	haqer.hs1Tohg38.browser	57348	2367	222	1.000000	261.552799	0.848777	9.956943e-01	5.210841e-03
normalApproximate	5_TxWk	E039	haqer.hs1Tohg38.browser	61882	2367	219	1.000000	254.888352	0.859200	9.921140e-01	9.442217e-03
normalApproximate	5_TxWk	E040	haqer.hs1Tohg38.browser	52456	2367	169	1.000000	258.809956	0.652989	1.000000e+00	1.992399e-09
normalApproximate	5_TxWk	E041	haqer.hs1Tohg38.browser	61592	2367	222	1.000000	238.261745	0.931748	8.740529e-01	1.406496e-01
normalApproximate	5_TxWk	E042	haqer.hs1Tohg38.browser	58374	2367	210	1.000000	249.577522	0.841422	9.963583e-01	4.439934e-03
normalApproximate	5_TxWk	E043	haqer.hs1Tohg38.browser	58329	2367	219	1.000000	227.288932	0.963531	7.302374e-01	2.933158e-01
normalApproximate	5_TxWk	E044	haqer.hs1Tohg38.browser	53655	2367	189	1.000000	224.545943	0.841699	9.942935e-01	6.954442e-03
normalApproximate	5_TxWk	E045	haqer.hs1Tohg38.browser	54486	2367	216	1.000000	264.570305	0.816418	9.993186e-01	8.529639e-04
normalApproximate	5_TxWk	E046	haqer.hs1Tohg38.browser	64748	2367	209	1.000000	249.339191	0.838216	9.968911e-01	3.803021e-03
normalApproximate	5_TxWk	E047	haqer.hs1Tohg38.browser	56691	2367	208	1.000000	258.753047	0.803855	9.996344e-01	4.636530e-04
normalApproximate	5_TxWk	E048	haqer.hs1Tohg38.browser	54469	2367	223	1.000000	262.422317	0.849775	9.955339e-01	5.399314e-03
normalApproximate	5_TxWk	E049	haqer.hs1Tohg38.browser	97624	2367	222	1.000000	340.874213	0.651267	1.000000e+00	2.017470e-12
normalApproximate	5_TxWk	E050	haqer.hs1Tohg38.browser	75662	2367	222	1.000000	266.824592	0.832007	9.984012e-01	1.969402e-03
normalApproximate	5_TxWk	E051	haqer.hs1Tohg38.browser	84122	2367	245	1.000000	280.796952	0.872517	9.895360e-01	1.236293e-02
normalApproximate	5_TxWk	E052	haqer.hs1Tohg38.browser	88116	2367	259	1.000000	349.165732	0.741768	9.999999e-01	9.922174e-08
normalApproximate	5_TxWk	E053	haqer.hs1Tohg38.browser	88331	2367	256	1.000000	352.881815	0.725455	1.000000e+00	1.303891e-08
normalApproximate	5_TxWk	E054	haqer.hs1Tohg38.browser	85468	2367	259	1.000000	346.937182	0.746533	9.999999e-01	1.840646e-07
normalApproximate	5_TxWk	E055	haqer.hs1Tohg38.browser	97839	2367	218	1.000000	361.418313	0.603179	1.000000e+00	1.508239e-16
normalApproximate	5_TxWk	E056	haqer.hs1Tohg38.browser	86713	2367	234	1.000000	366.587306	0.638320	1.000000e+00	2.996718e-14
normalApproximate	5_TxWk	E057	haqer.hs1Tohg38.browser	92172	2367	247	1.000000	356.565952	0.692719	1.000000e+00	1.785747e-10
normalApproximate	5_TxWk	E058	haqer.hs1Tohg38.browser	91873	2367	243	1.000000	327.571751	0.741822	9.999998e-01	2.745375e-07
normalApproximate	5_TxWk	E059	haqer.hs1Tohg38.browser	79525	2367	261	1.000000	358.427333	0.728181	1.000000e+00	1.345887e-08
normalApproximate	5_TxWk	E061	haqer.hs1Tohg38.browser	97388	2367	262	1.000000	352.832065	0.742563	9.999999e-01	9.077596e-08
normalApproximate	5_TxWk	E062	haqer.hs1Tohg38.browser	65195	2367	227	1.000000	286.296046	0.792886	9.999187e-01	1.044495e-04
normalApproximate	5_TxWk	E063	haqer.hs1Tohg38.browser	96835	2367	269	1.000000	348.810885	0.771192	9.999984e-01	2.087193e-06
normalApproximate	5_TxWk	E065	haqer.hs1Tohg38.browser	90120	2367	322	1.000000	520.496853	0.618640	1.000000e+00	4.209280e-23
normalApproximate	5_TxWk	E066	haqer.hs1Tohg38.browser	82681	2367	255	1.000000	311.253982	0.819267	9.997242e-01	3.450628e-04
normalApproximate	5_TxWk	E067	haqer.hs1Tohg38.browser	85244	2367	274	1.000000	383.428538	0.714605	1.000000e+00	6.022631e-10
normalApproximate	5_TxWk	E068	haqer.hs1Tohg38.browser	95638	2367	317	1.000000	387.785341	0.817463	9.999627e-01	4.701664e-05
normalApproximate	5_TxWk	E069	haqer.hs1Tohg38.browser	85959	2367	296	1.000000	364.109687	0.812942	9.999540e-01	5.813509e-05
normalApproximate	5_TxWk	E070	haqer.hs1Tohg38.browser	70218	2367	231	1.000000	308.291233	0.749291	9.999990e-01	1.350900e-06
normalApproximate	5_TxWk	E071	haqer.hs1Tohg38.browser	94017	2367	277	1.000000	375.294222	0.738088	1.000000e+00	1.830096e-08
normalApproximate	5_TxWk	E072	haqer.hs1Tohg38.browser	90008	2367	292	1.000000	376.421396	0.775726	9.999991e-01	1.183133e-06
normalApproximate	5_TxWk	E073	haqer.hs1Tohg38.browser	79344	2367	289	1.000000	364.607751	0.792633	9.999927e-01	9.407089e-06
normalApproximate	5_TxWk	E074	haqer.hs1Tohg38.browser	86657	2367	269	1.000000	362.638327	0.741786	1.000000e+00	5.250179e-08
normalApproximate	5_TxWk	E075	haqer.hs1Tohg38.browser	55238	2367	252	1.000000	291.319290	0.865030	9.936540e-01	7.555544e-03
normalApproximate	5_TxWk	E076	haqer.hs1Tohg38.browser	83050	2367	253	1.000000	354.459896	0.713762	1.000000e+00	2.965020e-09
normalApproximate	5_TxWk	E077	haqer.hs1Tohg38.browser	83899	2367	279	1.000000	328.495196	0.849327	9.985318e-01	1.779464e-03
normalApproximate	5_TxWk	E078	haqer.hs1Tohg38.browser	84918	2367	266	1.000000	358.272668	0.742451	9.999999e-01	6.970054e-08
normalApproximate	5_TxWk	E079	haqer.hs1Tohg38.browser	83853	2367	343	1.000000	423.553130	0.809816	9.999931e-01	8.754395e-06
normalApproximate	5_TxWk	E080	haqer.hs1Tohg38.browser	89575	2367	195	1.000000	314.494065	0.620043	1.000000e+00	2.769468e-13
normalApproximate	5_TxWk	E081	haqer.hs1Tohg38.browser	67566	2367	249	1.000000	355.173751	0.701065	1.000000e+00	5.824949e-10
normalApproximate	5_TxWk	E082	haqer.hs1Tohg38.browser	72865	2367	272	1.000000	321.223457	0.846763	9.985861e-01	1.717781e-03
normalApproximate	5_TxWk	E083	haqer.hs1Tohg38.browser	86144	2367	270	1.000000	377.892462	0.714489	1.000000e+00	8.206314e-10
normalApproximate	5_TxWk	E084	haqer.hs1Tohg38.browser	86132	2367	225	1.000000	332.930129	0.675817	1.000000e+00	1.035988e-10
normalApproximate	5_TxWk	E085	haqer.hs1Tohg38.browser	101564	2367	314	1.000000	403.776168	0.777659	9.999996e-01	5.259718e-07
normalApproximate	5_TxWk	E086	haqer.hs1Tohg38.browser	75819	2367	271	1.000000	382.692180	0.708141	1.000000e+00	2.638731e-10
normalApproximate	5_TxWk	E087	haqer.hs1Tohg38.browser	56759	2367	169	1.000000	289.048453	0.584677	1.000000e+00	3.002392e-14
normalApproximate	5_TxWk	E088	haqer.hs1Tohg38.browser	106113	2367	304	1.000000	416.454390	0.729972	1.000000e+00	7.348519e-10
normalApproximate	5_TxWk	E089	haqer.hs1Tohg38.browser	77673	2367	209	1.000000	304.948811	0.685361	1.000000e+00	2.315932e-09
normalApproximate	5_TxWk	E090	haqer.hs1Tohg38.browser	97547	2367	245	1.000000	355.135147	0.689878	1.000000e+00	1.347390e-10
normalApproximate	5_TxWk	E091	haqer.hs1Tohg38.browser	82094	2367	231	1.000000	305.389379	0.756411	9.999978e-01	2.896732e-06
normalApproximate	5_TxWk	E092	haqer.hs1Tohg38.browser	91726	2367	210	1.000000	374.899902	0.560150	1.000000e+00	1.009887e-20
normalApproximate	5_TxWk	E093	haqer.hs1Tohg38.browser	68610	2367	188	1.000000	259.428310	0.724670	9.999989e-01	1.506890e-06
normalApproximate	5_TxWk	E094	haqer.hs1Tohg38.browser	89426	2367	434	1.000000	464.676021	0.933984	9.467242e-01	5.912972e-02
normalApproximate	5_TxWk	E095	haqer.hs1Tohg38.browser	119241	2367	326	1.000000	480.481107	0.678487	1.000000e+00	1.733332e-15
normalApproximate	5_TxWk	E096	haqer.hs1Tohg38.browser	98889	2367	307	1.000000	415.408968	0.739031	1.000000e+00	2.713021e-09
normalApproximate	5_TxWk	E097	haqer.hs1Tohg38.browser	105332	2367	336	1.000000	468.072223	0.717838	1.000000e+00	5.486603e-12
normalApproximate	5_TxWk	E098	haqer.hs1Tohg38.browser	107242	2367	456	1.000000	523.573089	0.870939	9.996278e-01	4.450185e-04
normalApproximate	5_TxWk	E099	haqer.hs1Tohg38.browser	65712	2367	261	1.000000	310.279207	0.841178	9.987897e-01	1.478526e-03
normalApproximate	5_TxWk	E100	haqer.hs1Tohg38.browser	83681	2367	239	1.000000	421.068288	0.567604	1.000000e+00	8.162455e-23
normalApproximate	5_TxWk	E101	haqer.hs1Tohg38.browser	72873	2367	264	1.000000	315.452672	0.836893	9.991659e-01	1.023992e-03
normalApproximate	5_TxWk	E102	haqer.hs1Tohg38.browser	78037	2367	265	1.000000	333.501899	0.794598	9.999774e-01	2.913242e-05
normalApproximate	5_TxWk	E103	haqer.hs1Tohg38.browser	72582	2367	279	1.000000	352.390205	0.791736	9.999902e-01	1.272587e-05
normalApproximate	5_TxWk	E104	haqer.hs1Tohg38.browser	82555	2367	469	1.000000	370.756295	1.264982	1.597913e-08	1.000000e+00
normalApproximate	5_TxWk	E105	haqer.hs1Tohg38.browser	88334	2367	336	1.000000	421.268673	0.797591	9.999980e-01	2.591970e-06
normalApproximate	5_TxWk	E106	haqer.hs1Tohg38.browser	90820	2367	284	1.000000	393.585487	0.721571	1.000000e+00	8.466108e-10
normalApproximate	5_TxWk	E107	haqer.hs1Tohg38.browser	84651	2367	264	1.000000	337.789842	0.781551	9.999937e-01	8.183646e-06
normalApproximate	5_TxWk	E108	haqer.hs1Tohg38.browser	91543	2367	267	1.000000	345.664628	0.772425	9.999980e-01	2.651151e-06
normalApproximate	5_TxWk	E109	haqer.hs1Tohg38.browser	61839	2367	198	1.000000	348.387025	0.568333	1.000000e+00	1.681224e-18
normalApproximate	5_TxWk	E110	haqer.hs1Tohg38.browser	67315	2367	233	1.000000	317.900231	0.732934	9.999999e-01	1.790234e-07
normalApproximate	5_TxWk	E111	haqer.hs1Tohg38.browser	80736	2367	249	1.000000	347.376900	0.716801	1.000000e+00	6.410678e-09
normalApproximate	5_TxWk	E112	haqer.hs1Tohg38.browser	66385	2367	224	1.000000	309.544072	0.723645	9.999999e-01	1.068597e-07
normalApproximate	5_TxWk	E113	haqer.hs1Tohg38.browser	94928	2367	432	1.000000	420.294076	1.027852	2.732469e-01	7.443566e-01
normalApproximate	5_TxWk	E114	haqer.hs1Tohg38.browser	84944	2367	269	1.000000	334.976878	0.803041	9.999562e-01	5.589774e-05
normalApproximate	5_TxWk	E115	haqer.hs1Tohg38.browser	53367	2367	169	1.000000	222.747403	0.758707	9.999336e-01	8.816029e-05
normalApproximate	5_TxWk	E116	haqer.hs1Tohg38.browser	74509	2367	195	1.000000	263.791646	0.739220	9.999970e-01	4.027167e-06
normalApproximate	5_TxWk	E117	haqer.hs1Tohg38.browser	66284	2367	232	1.000000	312.910562	0.741426	9.999996e-01	5.246107e-07
normalApproximate	5_TxWk	E118	haqer.hs1Tohg38.browser	83613	2367	267	1.000000	317.678778	0.840472	9.989925e-01	1.232264e-03
normalApproximate	5_TxWk	E119	haqer.hs1Tohg38.browser	81820	2367	244	1.000000	344.721161	0.707818	1.000000e+00	2.552948e-09
normalApproximate	5_TxWk	E120	haqer.hs1Tohg38.browser	90779	2367	260	1.000000	377.301870	0.689103	1.000000e+00	2.643420e-11
normalApproximate	5_TxWk	E121	haqer.hs1Tohg38.browser	91723	2367	282	1.000000	399.188146	0.706434	1.000000e+00	7.322509e-11
normalApproximate	5_TxWk	E122	haqer.hs1Tohg38.browser	66585	2367	224	1.000000	295.395253	0.758306	9.999962e-01	5.128695e-06
normalApproximate	5_TxWk	E123	haqer.hs1Tohg38.browser	80289	2367	256	1.000000	315.543692	0.811298	9.998599e-01	1.768913e-04
normalApproximate	5_TxWk	E124	haqer.hs1Tohg38.browser	67336	2367	230	1.000000	230.064485	0.999720	5.156341e-01	5.120634e-01
normalApproximate	5_TxWk	E125	haqer.hs1Tohg38.browser	77141	2367	224	1.000000	327.443136	0.684088	1.000000e+00	4.332420e-10
normalApproximate	5_TxWk	E126	haqer.hs1Tohg38.browser	91202	2367	230	1.000000	360.986597	0.637143	1.000000e+00	4.157392e-14
normalApproximate	5_TxWk	E127	haqer.hs1Tohg38.browser	83482	2367	238	1.000000	346.333785	0.687198	1.000000e+00	1.744573e-10
normalApproximate	5_TxWk	E128	haqer.hs1Tohg38.browser	78349	2367	208	1.000000	338.788986	0.613951	1.000000e+00	9.967120e-15
normalApproximate	5_TxWk	E129	haqer.hs1Tohg38.browser	90181	2367	239	1.000000	338.272753	0.706530	1.000000e+00	3.216555e-09
normalApproximate	5_TxWk	E001	shared.hg38.showGapped	95662	936	94	1.000000	163.360145	0.575416	1.000000e+00	1.474717e-09
normalApproximate	5_TxWk	E002	shared.hg38.showGapped	43504	936	43	1.000000	97.457774	0.441217	1.000000e+00	3.766493e-09
normalApproximate	5_TxWk	E003	shared.hg38.showGapped	84414	936	86	1.000000	130.968495	0.656646	9.999910e-01	1.374828e-05
normalApproximate	5_TxWk	E004	shared.hg38.showGapped	56058	936	52	1.000000	109.845843	0.473391	1.000000e+00	2.797952e-09
normalApproximate	5_TxWk	E005	shared.hg38.showGapped	117658	936	139	1.000000	182.545211	0.761455	9.998615e-01	1.901412e-04
normalApproximate	5_TxWk	E006	shared.hg38.showGapped	115894	936	156	1.000000	196.438539	0.794142	9.994954e-01	6.691272e-04
normalApproximate	5_TxWk	E007	shared.hg38.showGapped	80125	936	142	1.000000	161.529386	0.879097	9.585020e-01	4.977803e-02
normalApproximate	5_TxWk	E008	shared.hg38.showGapped	79693	936	118	1.000000	143.954952	0.819701	9.917699e-01	1.050282e-02
normalApproximate	5_TxWk	E009	shared.hg38.showGapped	73928	936	76	1.000000	100.022502	0.759829	9.952988e-01	6.366382e-03
normalApproximate	5_TxWk	E010	shared.hg38.showGapped	84303	936	79	1.000000	118.220737	0.668241	9.999542e-01	6.850722e-05
normalApproximate	5_TxWk	E011	shared.hg38.showGapped	103299	936	87	1.000000	138.776532	0.626907	9.999993e-01	1.173566e-06
normalApproximate	5_TxWk	E012	shared.hg38.showGapped	73606	936	96	1.000000	132.273471	0.725769	9.997228e-01	3.910386e-04
normalApproximate	5_TxWk	E013	shared.hg38.showGapped	86056	936	79	1.000000	120.381383	0.656248	9.999787e-01	3.232400e-05
normalApproximate	5_TxWk	E014	shared.hg38.showGapped	85972	936	75	1.000000	125.349714	0.598326	9.999995e-01	8.387484e-07
normalApproximate	5_TxWk	E015	shared.hg38.showGapped	97461	936	75	1.000000	133.880073	0.560203	1.000000e+00	2.440825e-08
normalApproximate	5_TxWk	E016	shared.hg38.showGapped	86151	936	89	1.000000	124.511306	0.714795	9.997391e-01	3.718434e-04
normalApproximate	5_TxWk	E017	shared.hg38.showGapped	111996	936	104	1.000000	149.943211	0.693596	9.999828e-01	2.530014e-05
normalApproximate	5_TxWk	E018	shared.hg38.showGapped	77289	936	96	1.000000	129.647203	0.740471	9.993888e-01	8.478490e-04
normalApproximate	5_TxWk	E019	shared.hg38.showGapped	81986	936	80	1.000000	124.286866	0.643672	9.999921e-01	1.213983e-05
normalApproximate	5_TxWk	E020	shared.hg38.showGapped	79852	936	72	1.000000	119.365008	0.603192	9.999987e-01	2.148962e-06
normalApproximate	5_TxWk	E021	shared.hg38.showGapped	71882	936	132	1.000000	150.626250	0.876341	9.556490e-01	5.334159e-02
normalApproximate	5_TxWk	E022	shared.hg38.showGapped	113920	936	211	1.000000	180.468796	1.169177	6.391985e-03	9.949536e-01
normalApproximate	5_TxWk	E023	shared.hg38.showGapped	105730	936	102	1.000000	145.606750	0.700517	9.999657e-01	4.989838e-05
normalApproximate	5_TxWk	E024	shared.hg38.showGapped	110513	936	123	1.000000	166.810211	0.737365	9.999240e-01	1.068682e-04
normalApproximate	5_TxWk	E025	shared.hg38.showGapped	109381	936	121	1.000000	143.987954	0.840348	9.834163e-01	2.070683e-02
normalApproximate	5_TxWk	E026	shared.hg38.showGapped	91526	936	101	1.000000	134.929478	0.748539	9.993285e-01	9.243840e-04
normalApproximate	5_TxWk	E027	shared.hg38.showGapped	106115	936	126	1.000000	149.716227	0.841592	9.846609e-01	1.913391e-02
normalApproximate	5_TxWk	E028	shared.hg38.showGapped	121111	936	149	1.000000	202.049466	0.737443	9.999897e-01	1.472104e-05
normalApproximate	5_TxWk	E029	shared.hg38.showGapped	66208	936	85	1.000000	90.554831	0.938658	7.486147e-01	2.879243e-01
normalApproximate	5_TxWk	E030	shared.hg38.showGapped	53904	936	67	1.000000	81.165873	0.825470	9.558968e-01	5.606589e-02
normalApproximate	5_TxWk	E031	shared.hg38.showGapped	73175	936	103	1.000000	121.991106	0.844324	9.708637e-01	3.620851e-02
normalApproximate	5_TxWk	E032	shared.hg38.showGapped	64897	936	89	1.000000	98.549000	0.903104	8.579285e-01	1.674039e-01
normalApproximate	5_TxWk	E033	shared.hg38.showGapped	75318	936	94	1.000000	121.341063	0.774676	9.966469e-01	4.478179e-03
normalApproximate	5_TxWk	E034	shared.hg38.showGapped	60704	936	72	1.000000	92.288517	0.780162	9.887282e-01	1.495216e-02
normalApproximate	5_TxWk	E035	shared.hg38.showGapped	84651	936	113	1.000000	144.210374	0.783577	9.979665e-01	2.698559e-03
normalApproximate	5_TxWk	E036	shared.hg38.showGapped	80498	936	88	1.000000	114.625664	0.767716	9.966045e-01	4.565200e-03
normalApproximate	5_TxWk	E037	shared.hg38.showGapped	53658	936	94	1.000000	97.649459	0.962627	6.714767e-01	3.680608e-01
normalApproximate	5_TxWk	E038	shared.hg38.showGapped	57348	936	84	1.000000	103.938532	0.808170	9.833187e-01	2.150617e-02
normalApproximate	5_TxWk	E039	shared.hg38.showGapped	61882	936	80	1.000000	101.347221	0.789366	9.892709e-01	1.409770e-02
normalApproximate	5_TxWk	E040	shared.hg38.showGapped	52456	936	68	1.000000	102.808224	0.661426	9.998893e-01	1.662288e-04
normalApproximate	5_TxWk	E041	shared.hg38.showGapped	61592	936	92	1.000000	94.769786	0.970774	6.385482e-01	4.027872e-01
normalApproximate	5_TxWk	E042	shared.hg38.showGapped	58374	936	89	1.000000	99.219546	0.897001	8.726487e-01	1.508612e-01
normalApproximate	5_TxWk	E043	shared.hg38.showGapped	58329	936	84	1.000000	90.402523	0.929178	7.776928e-01	2.566594e-01
normalApproximate	5_TxWk	E044	shared.hg38.showGapped	53655	936	74	1.000000	89.279979	0.828853	9.605632e-01	4.989222e-02
normalApproximate	5_TxWk	E045	shared.hg38.showGapped	54486	936	87	1.000000	105.112390	0.827685	9.730771e-01	3.403950e-02
normalApproximate	5_TxWk	E046	shared.hg38.showGapped	64748	936	89	1.000000	99.178897	0.897368	8.718102e-01	1.518089e-01
normalApproximate	5_TxWk	E047	shared.hg38.showGapped	56691	936	82	1.000000	102.824732	0.797474	9.871407e-01	1.675823e-02
normalApproximate	5_TxWk	E048	shared.hg38.showGapped	54469	936	92	1.000000	104.253527	0.882464	9.075587e-01	1.108709e-01
normalApproximate	5_TxWk	E049	shared.hg38.showGapped	97624	936	94	1.000000	135.707746	0.692665	9.999561e-01	6.432175e-05
normalApproximate	5_TxWk	E050	shared.hg38.showGapped	75662	936	80	1.000000	106.210521	0.753221	9.970671e-01	4.000326e-03
normalApproximate	5_TxWk	E051	shared.hg38.showGapped	84122	936	94	1.000000	111.817687	0.840654	9.676868e-01	4.032243e-02
normalApproximate	5_TxWk	E052	shared.hg38.showGapped	88116	936	106	1.000000	138.900119	0.763138	9.989417e-01	1.434862e-03
normalApproximate	5_TxWk	E053	shared.hg38.showGapped	88331	936	93	1.000000	140.354120	0.662610	9.999942e-01	8.819102e-06
normalApproximate	5_TxWk	E054	shared.hg38.showGapped	85468	936	100	1.000000	137.964985	0.724822	9.998068e-01	2.731886e-04
normalApproximate	5_TxWk	E055	shared.hg38.showGapped	97839	936	91	1.000000	143.802090	0.632814	9.999993e-01	1.045195e-06
normalApproximate	5_TxWk	E056	shared.hg38.showGapped	86713	936	86	1.000000	145.727408	0.590143	1.000000e+00	4.574565e-08
normalApproximate	5_TxWk	E057	shared.hg38.showGapped	92172	936	89	1.000000	141.842926	0.627455	9.999994e-01	8.981628e-07
normalApproximate	5_TxWk	E058	shared.hg38.showGapped	91873	936	89	1.000000	130.373624	0.682653	9.999620e-01	5.625581e-05
normalApproximate	5_TxWk	E059	shared.hg38.showGapped	79525	936	103	1.000000	142.419608	0.723215	9.998610e-01	1.971052e-04
normalApproximate	5_TxWk	E061	shared.hg38.showGapped	97388	936	104	1.000000	140.399152	0.740745	9.996383e-01	5.028486e-04
